,tree,expresion,y_predict,mse,isValida
0,"
            ______________**_
           /                 \
   _______*______            sin_
  /              \               \
cos__          ___+__            cos_
     \        /      \               \
      *     cos       /              cos
     / \       \     / \                \
    1   1       X   X   X                1
",((cos((1*1))*(cos(X)+(X/X)))**sin(cos(cos(1)))),"[np.float64(0.0), np.float64(0.19155672823218986), np.float64(0.36517150395778364), np.float64(0.5197889182058046), np.float64(0.6548812664907647), np.float64(0.7683377308707122), np.float64(0.8606860158311348), np.float64(0.9298153034300787), np.float64(0.9767810026385215), np.float64(1.0), np.float64(1.0), np.float64(0.9767810026385215), np.float64(0.9298153034300787), np.float64(0.8606860158311348), np.float64(0.7683377308707122), np.float64(0.6548812664907647), np.float64(0.5197889182058046), np.float64(0.36517150395778364), np.float64(0.19155672823218986), np.float64(0.0)]",,False
1,"
            __________-__________
           /                     \
   _______/_               _______-_
  /         \             /         \
sin_        cos_        sin__       sin__
    \           \            \           \
    cos         cos           *           **
       \           \         / \         /  \
        X           1       X   X       1    X
",((sin(cos(X))/cos(cos(1)))-(sin((X*X))-sin((1**X)))),"[0.0, 0.1696875256294595, 0.33871893709505446, 0.4972525219388173, 0.6387271385221028, 0.7587960305093086, 0.8554908554088411, 0.9279914705158697, 0.9760518330189454, 1.0, 1.0, 0.9760518330189454, 0.9279914705158697, 0.8554908554088411, 0.7587960305093086, 0.6387271385221028, 0.4972525219388173, 0.33871893709505446, 0.1696875256294595, 0.0]",,False
2,"
   _______________/______________
  /                              \
cos______                   ______**______
         \                 /              \
       ___*_           ___/_            ___/__
      /     \         /     \          /      \
    sin     cos     cos     cos      sin       **
       \       \       \       \        \     /  \
        X       1       1       1        X   1    X
",(cos((sin(X)*cos(1)))/((cos(1)/cos(1))**(sin(X)/(1**X)))),"[np.float64(0.0), np.float64(0.13932806324110664), np.float64(0.28557312252964445), np.float64(0.43379446640316227), np.float64(0.5750988142292489), np.float64(0.7055335968379444), np.float64(0.8171936758893275), np.float64(0.9061264822134382), np.float64(0.9683794466403153), np.float64(1.0), np.float64(1.0), np.float64(0.9683794466403153), np.float64(0.9061264822134382), np.float64(0.8171936758893275), np.float64(0.7055335968379444), np.float64(0.5750988142292489), np.float64(0.43379446640316227), np.float64(0.28557312252964445), np.float64(0.13932806324110664), np.float64(0.0)]",,False
3,"
   ___________**_
  /              \
sin_             cos_
    \                \
    sin_             sin_
        \                \
        sin              cos
           \                \
            1                X
",(sin(sin(sin(1)))**cos(sin(cos(X)))),"[0.0, 0.17576791808873685, 0.3481228668941976, 0.5085324232081901, 0.6484641638225245, 0.7662116040955623, 0.8617747440273038, 0.9317406143344709, 0.9778156996587036, 1.0, 1.0, 0.9778156996587036, 0.9317406143344709, 0.8617747440273038, 0.7662116040955623, 0.6484641638225245, 0.5085324232081901, 0.3481228668941976, 0.17576791808873685, 0.0]",,False
4,"
sin______________
                 \
            ______**______
           /              \
        __+__           ___*_
       /     \         /     \
      +       *      cos     sin
     / \     / \        \       \
    1   1   X   X        1       X
",sin((((1+1)+(X*X))**(cos(1)*sin(X)))),"[0.0, 0.07733519683205219, 0.1556021430235266, 0.23270440251572325, 0.3067784765897972, 0.37642674120661535, 0.4409503843466108, 0.5003494060097833, 0.5550896808758443, 0.6065688329839273, 0.656417423713021, 0.7055672024225482, 0.755415793151642, 0.8061961332401583, 0.8572094106685301, 0.9063591893780573, 0.9501514092709059, 0.9832285115303981, 1.0, 0.9939436291637549]",,False
5,"
cos__________
             \
       _______+______
      /              \
    sin__          ___*__
         \        /      \
          -     sin       *
         / \       \     / \
        1   1       X   1   1
",cos((sin((1-1))+(sin(X)*(1*1)))),"[0.0, 0.1339554485249849, 0.2769416014449126, 0.42263696568332315, 0.5647200481637566, 0.6962673088500904, 0.8109572546658638, 0.9030704394942806, 0.9671884406983744, 1.0, 1.0, 0.9671884406983744, 0.9030704394942806, 0.8109572546658638, 0.6962673088500904, 0.5647200481637566, 0.42263696568332315, 0.2769416014449126, 0.1339554485249849, 0.0]",,False
6,"
cos_
    \
    cos_
        \
        sin__
             \
              /
             / \
            X   X
",cos(cos(sin((X/X)))),"[0.7861, 0.7861, 0.7861, 0.7861, 0.7861, 0.7861, 0.7861, 0.7861, 0.7861, 0.7861, 0.7861, 0.7861, 0.7861, 0.7861, 0.7861, 0.7861, 0.7861, 0.7861, 0.7861, 0.7861]",,False
7,"
            __________-__________
           /                     \
   _______/_               _______-_
  /         \             /         \
sin_        cos_        sin__       sin__
    \           \            \           \
    cos         cos           *           **
       \           \         / \         /  \
        X           1       X   X       1    X
",((sin(cos(X))/cos(cos(1)))-(sin((X*X))-sin((1**X)))),"[0.0, 0.1696875256294595, 0.33871893709505446, 0.4972525219388173, 0.6387271385221028, 0.7587960305093086, 0.8554908554088411, 0.9279914705158697, 0.9760518330189454, 1.0, 1.0, 0.9760518330189454, 0.9279914705158697, 0.8554908554088411, 0.7587960305093086, 0.6387271385221028, 0.4972525219388173, 0.33871893709505446, 0.1696875256294595, 0.0]",,False
8,"
sin_
    \
    cos_
        \
        sin_
            \
            cos
               \
                1
",sin(cos(sin(cos(1)))),"[0.7647, 0.7647, 0.7647, 0.7647, 0.7647, 0.7647, 0.7647, 0.7647, 0.7647, 0.7647, 0.7647, 0.7647, 0.7647, 0.7647, 0.7647, 0.7647, 0.7647, 0.7647, 0.7647, 0.7647]",,False
9,"
sin_
    \
    cos_
        \
        sin_
            \
            cos
               \
                1
",sin(cos(sin(cos(1)))),"[0.7647, 0.7647, 0.7647, 0.7647, 0.7647, 0.7647, 0.7647, 0.7647, 0.7647, 0.7647, 0.7647, 0.7647, 0.7647, 0.7647, 0.7647, 0.7647, 0.7647, 0.7647, 0.7647, 0.7647]",,False
