,tree,expresion,y_predict,mse,isValida
10,"
   ___________**______________
  /                           \
cos_                     ______-_
    \                   /        \
    cos__            __*_        log__
         \          /    \            \
          *        +     log           +
         / \      / \       \         / \
        X   X    X   X       X       1   X
",(cos(cos((X*X)))**(((X+X)*log(X))-log((1+X)))),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, np.float64(1.249), np.float64(1.5663), np.float64(1.7734), np.float64(1.8798), np.float64(1.883), np.float64(1.7893), np.float64(1.624), np.float64(1.4292), np.float64(1.2487), np.float64(1.1124)]",0.8372,True
11,"
                ___________+_
               /             \
        ______*_             sin_
       /        \                \
    __*_        sin__            tan_
   /    \            \               \
  /     log           **             cos
 / \       \         /  \               \
X   1       X       X    1               1
",((((X/1)*log(X))*sin((X**1)))+sin(tan(cos(1)))),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, np.float64(0.5564), np.float64(0.5187), np.float64(0.4731), np.float64(0.432), np.float64(0.4031), np.float64(0.3914), np.float64(0.4004), np.float64(0.432), np.float64(0.4869), np.float64(0.5645)]",0.8432,True
12,"
sin__________
             \
       _______+______
      /              \
    tan_            __+_
        \          /    \
        sin       *     sin
           \     / \       \
            X   X   1       1
",sin((tan(sin(X))+((X*1)+sin(1)))),"[-0.9573, -0.8637, -0.7226, -0.5438, -0.3398, -0.1226, 0.0963, 0.3071, 0.5012, 0.6715, 0.8115, 0.916, 0.9801, 0.9999, 0.9725, 0.8966, 0.773, 0.6061, 0.4041, 0.1802]",0.8671,True
13,"
   ________________+_
  /                  \
tan______            cos_
         \               \
        __**_            cos_
       /     \               \
      -      log             log
     / \        \               \
    1   1        X               X
",(tan(((1-1)**log(X)))+cos(cos(log(X)))),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.0977]",0.8806,True
14,"
                _______________-_
               /                 \
        ______*______            sin______
       /             \                    \
   ___+__           __**_               ___**_
  /      \         /     \             /      \
sin       *       /      tan         log      sin
   \     / \     / \        \           \        \
    X   1   1   1   1        1           X        1
",(((sin(X)+(1*1))*((1/1)**tan(1)))-sin((log(X)**sin(1)))),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8415]",0.907,True
15,"
sin_______________
                  \
            _______-______
           /              \
       ___**_            __-_
      /      \          /    \
    tan      log       /     cos
       \        \     / \       \
        X        X   X   X       1
",sin(((tan(X)**log(X))-((X/X)-cos(1)))),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.9368, -0.831, -0.8322, 0.8492, 0.9276, 0.7187, 0.5816, 0.5127, 0.4935, 0.5144]",0.9449,True
16,"
                 ______________**_
                /                 \
        _______+______            sin_
       /              \               \
    __**__           __*__            log__
   /      \         /     \                \
  *        *       /       -                +
 / \      / \     / \     / \              / \
1   1    1   1   1   1   1   X            X   1
",((((1*1)**(1*1))+((1/1)*(1-X)))**sin(log((X+1)))),"[0, np.float64(0.4377), np.float64(0.3585), np.float64(0.4056), np.float64(0.4862), np.float64(0.5814), np.float64(0.6822), np.float64(0.7823), np.float64(0.8768), np.float64(0.9619), np.float64(1.0348), np.float64(1.0933), np.float64(1.1363), np.float64(1.163), np.float64(1.1734), np.float64(1.1676), np.float64(1.1465), np.float64(1.1107), np.float64(1.0615), np.float64(1.0)]",0.9825,True
17,"
tan______________
                 \
            ______-_______
           /              \
       ___*__           ___*_
      /      \         /     \
    cos       -       **     log
       \     / \     /  \       \
        1   X   X   X    1       X
",tan(((cos(1)*(X-X))-((X**1)*log(X)))),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1562, 0.3, 0.3665, 0.3854, 0.3695, 0.3274, 0.2656, 0.1888, 0.0998, 0.0]",1.1219,True
18,"
tan__________
             \
       _______/______
      /              \
    cos__           __+__
         \         /     \
          -       /       *
         / \     / \     / \
        X   X   1   1   1   1
",tan((cos((X-X))/((1/1)+(1*1)))),"[0.5463, 0.5463, 0.5463, 0.5463, 0.5463, 0.5463, 0.5463, 0.5463, 0.5463, 0.5463, 0.5463, 0.5463, 0.5463, 0.5463, 0.5463, 0.5463, 0.5463, 0.5463, 0.5463, 0.5463]",1.1858,True
19,"
sin__________
             \
       _______*______
      /              \
    tan_           ___/_
        \         /     \
        cos     tan     sin
           \       \       \
            1       X       X
",sin((tan(cos(1))*(tan(X)/sin(X)))),"[0.8958, 0.8184, 0.7525, 0.6991, 0.6568, 0.6242, 0.5996, 0.582, 0.5707, 0.5652, 0.5652, 0.5707, 0.582, 0.5996, 0.6242, 0.6568, 0.6991, 0.7525, 0.8184, 0.8958]",1.1901,True
20,"
             _______________*__________
            /                          \
   ________**______              _______-_
  /                \            /         \
cos__            ___-__       log__       cos_
     \          /      \           \          \
      **      tan       +           +         tan
     /  \        \     / \         / \           \
    1    X        1   1   1       1   1           X
",((cos((1**X))**(tan(1)-(1+1)))*(log((1+1))-cos(tan(X)))),"[0.8927, 0.492, 0.2098, 0.0102, -0.1323, -0.2342, -0.3063, -0.3556, -0.3864, -0.4011, -0.4011, -0.3864, -0.3556, -0.3063, -0.2342, -0.1323, 0.0102, 0.2098, 0.492, 0.8927]",1.2088,True
21,"
cos_
    \
    sin_
        \
        tan_
            \
            sin
               \
                1
",cos(sin(tan(sin(1)))),"[0.6219, 0.6219, 0.6219, 0.6219, 0.6219, 0.6219, 0.6219, 0.6219, 0.6219, 0.6219, 0.6219, 0.6219, 0.6219, 0.6219, 0.6219, 0.6219, 0.6219, 0.6219, 0.6219, 0.6219]",1.2184,True
22,"
sin______________
                 \
            ______/_
           /        \
        __-_        log__
       /    \            \
      -     cos           /
     / \       \         / \
    X   X       X       X   1
",sin((((X-X)-cos(X))/log((X/1)))),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3327, 0.5099, 0.6618, 0.8042, 0.9287, 0.9992, 0.891, 0.1618, -0.6111, 0]",1.2362,True
23,"
cos_
    \
    sin______
             \
            __**_
           /     \
          *      tan
         / \        \
        1   1        X
",cos(sin(((1*1)**tan(X)))),"[0.6664, 0.6664, 0.6664, 0.6664, 0.6664, 0.6664, 0.6664, 0.6664, 0.6664, 0.6664, 0.6664, 0.6664, 0.6664, 0.6664, 0.6664, 0.6664, 0.6664, 0.6664, 0.6664, 0.6664]",1.243,True
24,"
            _______________-_
           /                 \
   _______-______            log_
  /              \               \
cos__          ___**_            cos__
     \        /      \                \
      -     tan      cos               **
     / \       \        \             /  \
    1   1       1        1           X    1
",((cos((1-1))-(tan(1)**cos(1)))-log(cos((X**1)))),"[0.3452, 0.1984, 0.0802, -0.0154, -0.0926, -0.1538, -0.201, -0.2354, -0.2579, -0.2691, -0.2691, -0.2579, -0.2354, -0.201, -0.1538, -0.0926, -0.0154, 0.0802, 0.1984, 0.3452]",1.247,True
25,"
sin__________
             \
       _______**_
      /          \
    cos_         log_
        \            \
        tan          sin
           \            \
            1            X
",sin((cos(tan(1))**log(sin(X)))),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.9795, -0.605, 0.0334, 0.1816, -0.952, 0.7914, 0.8141, -0.9458, 0.2201, 0.8605]",1.2844,True
26,"
                ______________/_______________
               /                              \
        ______*______                    ______*_
       /             \                  /        \
   ___*__          ___-_            ___+__       sin_
  /      \        /     \          /      \          \
cos       /     sin     sin       **       +         tan
   \     / \       \       \     /  \     / \           \
    X   X   1       X       X   X    1   X   1           1
",(((cos(X)*(X/1))*(sin(X)-sin(X)))/(((X**1)+(X+1))*sin(tan(1)))),"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",1.2899,True
27,"
log__________
             \
       _______*_
      /         \
    cos_        tan__
        \            \
        cos           -
           \         / \
            X       1   1
",log((cos(cos(X))*tan((1-1)))),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.2899,True
28,"
            __________*_
           /            \
   _______-_            sin_
  /         \               \
log__       log__           sin__
     \           \               \
      /           -               *
     / \         / \             / \
    1   X       X   1           X   1
",((log((1/X))-log((X-1)))*sin(sin((X*1)))),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.2899,True
29,"
sin_
    \
    sin_
        \
        log__
             \
              /
             / \
            1   1
",sin(sin(log((1/1)))),"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.2899,True
30,"
tan_
    \
    log_
        \
        sin_
            \
            log
               \
                X
",tan(log(sin(log(X)))),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.2899,True
31,"
sin__________
             \
       _______**_
      /          \
    cos_         log__
        \             \
        log            -
           \          / \
            X        X   1
",sin((cos(log(X))**log((X-1)))),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.2899,True
32,"
            _______________/_
           /                 \
   _______*______            sin______
  /              \                    \
cos_            __**_               ___*__
    \          /     \             /      \
    cos       /      cos         tan       -
       \     / \        \           \     / \
        X   1   1        X           1   X   X
",((cos(cos(X))*((1/1)**cos(X)))/sin((tan(1)*(X-X)))),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.2899,True
33,"
            __________**_
           /             \
   _______*_             log_
  /         \                \
tan_        cos__            log__
    \            \                \
    sin           +                *
       \         / \              / \
        1       1   X            1   1
",((tan(sin(1))*cos((1+X)))**log(log((1*1)))),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.2899,True
34,"
                __________*_
               /            \
        ______/_            tan______
       /        \                    \
   ___*_        log_                __-_
  /     \           \              /    \
cos     cos         log           /     sin
   \       \           \         / \       \
    X       1           X       1   1       1
",(((cos(X)*cos(1))/log(log(X)))*tan(((1/1)-sin(1)))),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.2899,True
35,"
   _______________*_______________
  /                               \
tan______                   _______*_
         \                 /         \
       ___*_           ___+__        log_
      /     \         /      \           \
    cos     log     cos       **         tan
       \       \       \     /  \           \
        1       1       1   X    X           X
",(tan((cos(1)*log(1)))*((cos(1)+(X**X))*log(tan(X)))),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(-0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",1.2899,True
36,"
                __________+_
               /            \
        ______/_            sin_
       /        \               \
   ___+_        tan_            sin__
  /     \           \                \
cos     tan         log               **
   \       \           \             /  \
    1       1           1           1    1
",(((cos(1)+tan(1))/tan(log(1)))+sin(sin((1**1)))),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.2899,True
37,"
                 __________+_
                /            \
        _______+_            tan_
       /         \               \
   ___**__       log__           sin__
  /       \           \               \
log        *           -               *
   \      / \         / \             / \
    X    X   1       X   1           X   1
",(((log(X)**(X*1))+log((X-1)))+tan(sin((X*1)))),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.2899,True
38,"
   ___________+______________
  /                          \
log_                    ______**_
    \                  /         \
    tan__          ___-_         cos__
         \        /     \             \
          -     log     tan            /
         / \       \       \          / \
        1   X       1       1        X   X
",(log(tan((1-X)))+((log(1)-tan(1))**cos((X/X)))),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.2899,True
39,"
log______________
                 \
            ______*_
           /        \
       ___+_        log__
      /     \            \
    cos     sin           /
       \       \         / \
        X       X       X   1
",log(((cos(X)+sin(X))*log((X/1)))),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.2899,True
40,"
   ________________**_
  /                   \
tan______             log_
         \                \
        __**_             sin__
       /     \                 \
      /      sin                -
     / \        \              / \
    1   1        1            X   X
",(tan(((1/1)**sin(1)))**log(sin((X-X)))),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.2899,True
41,"
   _______________**______________
  /                               \
sin______                    ______-______
         \                  /             \
        __-__           ___/_            __*__
       /     \         /     \          /     \
      *       +      tan     log       +       +
     / \     / \        \       \     / \     / \
    1   1   1   X        X       1   X   1   X   X
",(sin(((1*1)-(1+X)))**((tan(X)/log(1))-((X+1)*(X+X)))),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.2899,True
42,"
sin______________
                 \
            ______**______
           /              \
        __/_            ___/_
       /    \          /     \
      /     log      cos     sin
     / \       \        \       \
    X   X       1        X       X
",sin((((X/X)/log(1))**(cos(X)/sin(X)))),"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.2899,True
43,"
   ___________**_______________
  /                            \
log_                     _______/_______
    \                   /               \
    sin_             __**_            ___+_
        \           /     \          /     \
        log        -      cos       **     log
           \      / \        \     /  \       \
            1    1   1        X   1    1       X
",(log(sin(log(1)))**(((1-1)**cos(X))/((1**1)+log(X)))),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.2899,True
44,"
sin______________
                 \
            ______+_
           /        \
       ___/_        sin__
      /     \            \
    sin     log           **
       \       \         /  \
        1       1       1    X
",sin(((sin(1)/log(1))+sin((1**X)))),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.2899,True
45,"
   ___________/_
  /             \
tan_            tan_
    \               \
    log_            log_
        \               \
        cos             log
           \               \
            1               X
",(tan(log(cos(1)))/tan(log(log(X)))),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.2899,True
46,"
sin__________
             \
       _______**_
      /          \
    log__        log__
         \            \
          /            +
         / \          / \
        1   1        1   1
",sin((log((1/1))**log((1+1)))),"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.2899,True
47,"
log_
    \
    cos_
        \
        sin__
             \
              -
             / \
            1   1
",log(cos(sin((1-1)))),"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.2899,True
48,"
sin_
    \
    sin_
        \
        cos_
            \
            sin
               \
                X
",sin(sin(cos(sin(X)))),"[0.5795, 0.6072, 0.6348, 0.661, 0.6845, 0.7046, 0.7209, 0.7331, 0.7411, 0.7451, 0.7451, 0.7411, 0.7331, 0.7209, 0.7046, 0.6845, 0.661, 0.6348, 0.6072, 0.5795]",1.2915,True
49,"
                ______________+_______________
               /                              \
        ______/______                   _______+_
       /             \                 /         \
   ___*__           __+_           ___**__       sin_
  /      \         /    \         /       \          \
tan       /       /     tan     tan        *         log
   \     / \     / \       \       \      / \           \
    X   X   1   X   X       1       1    1   X           1
",(((tan(X)*(X/1))/((X/X)+tan(1)))+((tan(1)**(1*X))+sin(log(1)))),"[np.float64(1.2511), np.float64(1.1089), np.float64(1.0161), np.float64(0.9567), np.float64(0.9217), np.float64(0.9056), np.float64(0.905), np.float64(0.9177), np.float64(0.9423), np.float64(0.978), np.float64(1.0247), np.float64(1.0823), np.float64(1.1514), np.float64(1.2329), np.float64(1.3284), np.float64(1.4404), np.float64(1.5723), np.float64(1.7299), np.float64(1.9226), np.float64(2.1664)]",1.3167,True
50,"
                 ______________-_
                /                \
         ______+______           log_
        /             \              \
    ___+__           __+__           cos__
   /      \         /     \               \
  **       +       -       -               **
 /  \     / \     / \     / \             /  \
1    X   X   X   X   X   1   1           X    1
",((((1**X)*(X+X))+((X-X)+(1-1)))-log(cos((X**1)))),"[np.float64(-1.3844), np.float64(-1.3206), np.float64(-1.2283), np.float64(-1.1134), np.float64(-0.98), np.float64(-0.8307), np.float64(-0.6674), np.float64(-0.4913), np.float64(-0.3033), np.float64(-0.1039), np.float64(0.1066), np.float64(0.3283), np.float64(0.5613), np.float64(0.8063), np.float64(1.064), np.float64(1.3358), np.float64(1.6234), np.float64(1.9296), np.float64(2.2583), np.float64(2.6156)]",0.1143,True
51,"
sin______________
                 \
       ___________*______
      /                  \
    sin_                __**__
        \              /      \
        tan_          +        /
            \        / \      / \
            sin     X   X    X   X
               \
                1
",sin((sin(tan(sin(1)))*((X+X)**(X/X)))),"[-0.974, -0.9992, -0.9887, -0.9429, -0.8633, -0.7528, -0.6154, -0.456, -0.2803, -0.0946, 0.0946, 0.2803, 0.456, 0.6154, 0.7528, 0.8633, 0.9429, 0.9887, 0.9992, 0.974]",0.4075,True
52,"
sin__________
             \
       _______+_
      /         \
    tan_        cos__
        \            \
        sin           -
           \         / \
            X       X   X
",sin((tan(sin(X))+tan((X-X)))),"[-0.8996, -0.8357, -0.7575, -0.6686, -0.5722, -0.4712, -0.3677, -0.263, -0.1579, -0.0526, 0.0526, 0.1579, 0.263, 0.3677, 0.4712, 0.5722, 0.6686, 0.7575, 0.8357, 0.8996]",0.469,True
53,"
   ____________________________________**______________
  /                                                    \
cos_                                              ______-_
    \                                            /        \
    cos_______________                        __*_        log__
                      \                      /    \            \
                _______-______              -     log           +
               /              \            / \       \         / \
           ___**_            __-_         X   X       X       1   X
          /      \          /    \
        tan      log       /     cos
           \        \     / \       \
            X        X   X   X       1
",(cos(cos(((tan(X)**log(X))-((X/X)-cos(1)))))**(((X+X)*log(X))-log((1+X)))),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, np.float64(1.0228), np.float64(1.1267), np.float64(1.1641), np.float64(1.1661), np.float64(1.0815), np.float64(1.3336), np.float64(1.478), np.float64(1.5012), np.float64(1.4441), np.float64(1.3418)]",0.4837,True
54,"
sin______
         \
        __-______
       /         \
      /         __-_
     / \       /    \
    X   X     /     cos
             / \       \
            X   X       1
",sin(((X+X)-((X/X)-cos(1)))),"[-0.6303, -0.7786, -0.8925, -0.9671, -0.9989, -0.9866, -0.9308, -0.8338, -0.7001, -0.5354, -0.3471, -0.1434, 0.0666, 0.2736, 0.4686, 0.6428, 0.7887, 0.8998, 0.9711, 0.9995]",0.5383,True
55,"
sin_
    \
    log______
             \
            __+_
           /    \
          +     cos_
         / \        \
        1   X       log
                       \
                        X
",sin(log(((1+X)/cos(log(X))))),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.9932, 0.7998, 0.6424, 0.5763, 0.5606, 0.573, 0.6014, 0.639]",0.756,True
56,"
tan__________
             \
       _______/______
      /              \
    cos__           __/__
         \         /     \
          -       /       *
         / \     / \     / \
        X   1   1   1   1   1
",tan((cos((X-1))/((1/1)+(1*1)))),"[-0.2111, -0.1605, -0.1089, -0.0566, -0.0041, 0.0485, 0.1008, 0.1526, 0.2034, 0.2528, 0.3005, 0.3458, 0.3882, 0.427, 0.4614, 0.4909, 0.5146, 0.5321, 0.5427, 0.5463]",0.7667,True
57,"
   _______________**_
  /                  \
sin______            cos
         \              \
       ___*_             X
      /     \
    tan     sin
       \       \
        1       X
",(tan((tan(1)*sin(X)))**cos(X)),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0824, 0.2542, 0.4415, 0.6481, 0.8747, 1.1186, 1.3728, 1.6252, 1.8573, 2.0439]",0.7792,True
58,"
   ___________**______________
  /                           \
cos_                     ______-_
    \                   /        \
    cos__            __*_        log__
         \          /    \            \
          *        +     sin           +
         / \      / \       \         / \
        1   X    X   X       X       1   X
",(cos(cos((1*X)))**(((X+X)*log(X))-log((1+X)))),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, np.float64(1.2481), np.float64(1.5452), np.float64(1.6956), np.float64(1.7228), np.float64(1.6605), np.float64(1.5479), np.float64(1.4189), np.float64(1.2963), np.float64(1.1925), np.float64(1.1124)]",0.7817,True
59,"
cos__________
             \
       _______+_
      /         \
    sin__       tan
         \         \
          +         X
         / \
        X   1
",cos((sin((X+1))**tan(X))),"[0, -0.6353, 0.1342, -0.8546, -0.2221, 0.1471, 0.3384, 0.4419, 0.4995, 0.531, 0.5465, 0.5519, 0.5511, 0.547, 0.5423, 0.5403, 0.5447, 0.5603, 0.5933, 0.6506]",0.7958,True
60,"
cos__________
             \
       _______+_
      /         \
    log_        tan__
        \            \
        tan           *
           \         / \
            X       X   1
",cos((log(tan(X))+sin((X*1)))),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.9687, -0.1092, 0.4964, 0.83, 0.9776, 0.9926, 0.9097, 0.753, 0.5399, 0.2824]",0.8326,True
61,"
cos__________
             \
       _______+_
      /         \
    log_        sin__
        \            \
        tan           **
           \         /  \
            X       1    1
",cos((log(tan(X))+sin((1*1)))),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.5066, 0.5437, 0.8915, 0.9939, 0.985, 0.9146, 0.8035, 0.6603, 0.4872, 0.2824]",0.8463,True
62,"
sin_______________
                  \
             ______+______
            /             \
        ___*__           __*__
       /      \         /     \
      **       +       -       -
     /  \     / \     / \     / \
    1    X   X   X   1   X   1   1
",sin((((1**X)*(X+X))+((1-X)+(1-1)))),"[0.0, 0.1051, 0.209, 0.3106, 0.4087, 0.5024, 0.5904, 0.672, 0.746, 0.8119, 0.8687, 0.916, 0.9531, 0.9796, 0.9953, 1.0, 0.9936, 0.9762, 0.948, 0.9093]",0.8609,True
63,"
sin__________
             \
       _______/______
      /              \
    tan_            __+_
        \          /    \
        sin       *     sin
           \     / \       \
            X   X   1       1
",sin((tan(sin(X))+((X*1)+sin(1)))),"[-0.9573, -0.8637, -0.7226, -0.5438, -0.3398, -0.1226, 0.0963, 0.3071, 0.5012, 0.6715, 0.8115, 0.916, 0.9801, 0.9999, 0.9725, 0.8966, 0.773, 0.6061, 0.4041, 0.1802]",0.8671,True
64,"
   _______+_
  /         \
cos_        cos_
    \           \
    log         sin_
       \            \
        X           log
                       \
                        1
",(cos(log(X))+cos(sin(log(1)))),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0194, 0.7284, 1.2336, 1.5415, 1.7336, 1.8543, 1.9289, 1.9722, 1.9938, 2.0]",0.8805,True
65,"
   ________________+_
  /                  \
tan______            cos_
         \               \
        __**_            cos_
       /     \               \
      -      log             cos
     / \        \               \
    1   1        X               X
",(tan(((1-1)**log(X)))+cos(cos(log(X)))),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.0977]",0.8806,True
