,tree,expresion,y_predict,mse,isValida
0,"
   ___*______________
  /                  \
sin             ______/_
   \           /        \
    X      ___+__       tan_
          /      \          \
        tan       +         cos
           \     / \           \
            X   1   1           X
",(sin(X)*((tan(X)+(1+1))/tan(cos(X)))),"[-0.6209, -0.8133, -0.8289, -0.7644, -0.6642, -0.5497, -0.4309, -0.3114, -0.191, -0.066, 0.0695, 0.224, 0.4084, 0.637, 0.9286, 1.3092, 1.8174, 2.5141, 3.5048, 4.9904]",0.024845,True
